id,medicament_id,description
15092,6845,"rectocolite hémorragique grave,"
15093,6845,"mégacôlon,"
15094,6845,"en association avec les médicaments contenant de l'indinavir, du nelfinavir, du ritonavir, de saquinavir, de l'itraconazole, du kétoconazole, de la néfazodone, de la clarithromycine ou de la télithromycine chez les patients présentant un mauvais fonctionnement des reins ou du foie."
15095,6849,Ce médicament ne doit pas être utilisé en cas d'excès de fer dans l'organisme.
15096,6852,"antécédent d'allergie ou d'asthme provoqué par la prise d'AINS, y compris l'aspirine ;"
15097,6852,ulcère de l'estomac ou du duodénum ;
15098,6852,insuffisance hépatique ou rénale graves ;
15099,6852,insuffisance cardiaque grave ;
15100,6852,grossesse (à partir du 6e mois).
15101,6855,"antécédent d'agranulocytose,"
15102,6855,"risque de glaucome à angle fermé,"
15103,6855,"risque de blocage des urines lié à un adénome de la prostate,"
15104,6855,"enfant de moins de 2 ans,"
15105,6855,en association avec les médicaments contenant de la cabergoline ou quinagolide.
15106,6857,"femme en âge de procréer sans contraception efficace,"
15107,6857,grossesse.
15108,6858,"femme en âge de procréer sans contraception efficace,"
15109,6858,grossesse.
15110,6859,"femme en âge de procréer sans contraception efficace,"
15111,6859,grossesse.
15112,6860,"femme en âge de procréer sans contraception efficace,"
15113,6860,grossesse.
15114,6862,"femme en âge de procréer sans contraception efficace,"
15115,6862,grossesse.
15116,6867,antécédent d'intolérance aux opioïdes ;
15117,6867,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15118,6867,insuffisance respiratoire grave ;
15119,6867,épilepsie (sauf si elle est traitée) ;
15120,6867,comme produit de substitution aux opiacés chez le toxicomane ;
15121,6867,enfant de moins de 15 ans (gélule) ;
15122,6867,enfant de moins de 3 ans (solution buvable) ;
15123,6867,en association avec les IMAO.
15124,6868,"allergie aux cyclines,"
15125,6868,"enfant de moins de 8 ans (risque de coloration définitive des dents),"
15126,6868,"en association avec les rétinoïdes par voie orale,"
15127,6868,grossesse (à partir du 4e mois).
15128,6869,"allergie à l'arachide ou au soja,"
15129,6869,"en association avec les antiviraux contenant de la brivudine ou de la sorivudine,"
15130,6869,"grossesse,"
15131,6869,allaitement.
15132,6870,"risque de glaucome à angle fermé,"
15133,6870,"risque de rétention des urines (adénome de la prostate...),"
15134,6870,"infarctus du myocarde récent (moins de 3 mois),"
15135,6870,en association avec les IMAO non sélectifs ou avec les médicaments contenant du sultopride.
15136,6872,"allergie aux antibiotiques de la famille des aminosides,"
15137,6872,"infections oculaires non bactériennes, notamment virales, mycosiques ou parasitaires."
15138,6875,Ce médicament ne doit pas être utilisé en cas d'allergie aux antibiotiques de la famille des aminosides.
15139,6876,"femme en âge de procréer sans contraception efficace,"
15140,6876,"grossesse,"
15141,6876,"allaitement,"
15142,6876,"insuffisance hépatique,"
15143,6876,"insuffisance rénale grave,"
15144,6876,"consommation excessive de vitamine A,"
15145,6876,"excès de cholestérol ou de triglycérides dans le sang,"
15146,6876,"hypothyroïdie non contrôlée par un traitement,"
15147,6876,association avec les antibiotiques de la famille des tétracyclines.
15148,6877,"allergie aux antibiotiques de la famille des aminosides,"
15149,6877,"infections oculaires non bactériennes, notamment virales, mycosiques ou parasitaires."
15150,6878,Ce médicament ne doit pas être utilisé en cas d'allergie aux antibiotiques de la famille des aminosides ou aux antiseptiques de la famille des ammoniums quaternaires (présence de chlorure de benzalkonium).
15151,6881,Ce médicament ne doit pas être utilisé en cas d'allergie aux médicaments de la famille des aminosides.
15152,6883,"saignement de nez,"
15153,6883,"infection virale du nez (herpès nasal par exemple),"
15154,6883,"candidose locale,"
15155,6883,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15156,6884,"saignement de nez,"
15157,6884,"infection virale du nez (herpès nasal par exemple),"
15158,6884,"candidose locale,"
15159,6884,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15160,6885,"saignement de nez,"
15161,6885,"infection virale du nez (herpès nasal par exemple),"
15162,6885,"candidose locale,"
15163,6885,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15164,6886,"saignement de nez,"
15165,6886,"infection virale du nez (herpès nasal par exemple),"
15166,6886,"candidose locale,"
15167,6886,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15168,6887,"saignement de nez,"
15169,6887,"infection virale du nez (herpès nasal par exemple),"
15170,6887,"candidose locale,"
15171,6887,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15172,6888,"saignement de nez,"
15173,6888,"infection virale du nez (herpès nasal par exemple),"
15174,6888,"candidose locale,"
15175,6888,chirugie ou traumatisme du nez récents (attendre la guérison complète pour débuter le traitement).
15176,6891,maladies inflammatoires du côlon ;
15177,6891,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
15178,6891,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
15179,6891,enfant de moins de 12 ans.
15180,6892,Ce médicament ne doit pas être utilisé en cas d'antécédent d'allergie à la lidocaïne.
15181,6893,Ce médicament ne doit pas être utilisé en association avec un médicament contenant de la fampridine.
15182,6901,"asthme et bronchite chronique grave,"
15183,6901,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
15184,6901,"bloc auriculoventriculaire grave,"
15185,6901,"angor de Prinzmetal,"
15186,6901,"rythme cardiaque au repos inférieur à 50 battements par minute,"
15187,6901,"maladie ou syndrome de Raynaud,"
15188,6901,"phéochromocytome non traité,"
15189,6901,"hypotension,"
15190,6901,"antécédent de choc anaphylactique,"
15191,6901,en association avec la floctafénine ou le sultopride.
15192,6902,"asthme et bronchite chronique,"
15193,6902,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
15194,6902,"bloc auriculoventriculaire grave,"
15195,6902,"angor de Prinzmetal,"
15196,6902,"rythme cardiaque au repos inférieur à 50 battements par minute,"
15197,6902,"maladie ou syndrome de Raynaud,"
15198,6902,"phéochromocytome non traité,"
15199,6902,"hypotension,"
15200,6902,antécédent de choc anaphylactique.
15201,6904,"asthme et bronchite chronique grave,"
15202,6904,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
15203,6904,"bloc auriculoventriculaire grave,"
15204,6904,"angor de Prinzmetal,"
15205,6904,"rythme cardiaque au repos inférieur à 50 battements par minute,"
15206,6904,"maladie ou syndrome de Raynaud,"
15207,6904,"phéochromocytome non traité,"
15208,6904,"hypotension,"
15209,6904,"antécédent de choc anaphylactique,"
15210,6904,en association avec la floctafénine ou le sultopride.
15211,6905,"asthme et bronchite chronique grave,"
15212,6905,"bloc auriculoventriculaire grave,"
15213,6905,"rythme cardiaque inférieur à 50 battements par minute,"
15214,6905,insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique).
15215,6906,Ce médicament ne doit pas être utilisé en cas d'allergie aux plantes de la famille des Lamiacées.
15216,6907,Ce médicament ne doit pas être utilisé en cas d'excès de fer dans l'organisme.
15217,6909,asthme et bronchite chronique ;
15218,6909,insuffisance cardiaque non contrôlée par un traitement spécifique ;
15219,6909,bloc auriculoventriculaire grave ;
15220,6909,angor de Printzmétal ;
15221,6909,"artérite, phénomène de Raynaud ;"
15222,6909,rythme cardiaque inférieur à 50 battements par minute ;
15223,6909,phéochromocytome non traité ;
15224,6909,hypotension ;
15225,6909,antécédent de choc anaphylactique ;
15226,6909,en association avec les médicaments contenant de la floctafénine ou du sultopride.
15227,6910,"insuffisance cardiaque grave,"
15228,6910,"rythme cardiaque inférieur à 40 battements par minute,"
15229,6910,"bloc auriculoventriculaire grave et certaines maladies de l'automatisme cardiaque,"
15230,6910,"en association avec les médicaments contenant du pimozide, de la dihydroergotamine, de l'ergotamine, de la nifédipine, de l'ivabradine ou du lomitapide."
15231,6911,"antécédent d'allergie ou d'asthme provoqué par la prise d'AINS, y compris l'aspirine ;"
15232,6911,ulcère de l'estomac ou du duodénum ;
15233,6911,insuffisance hépatique grave ;
15234,6911,insuffisance rénale grave ;
15235,6911,inflammation récente du côlon ;
15236,6911,phénylcétonurie ;
15237,6911,enfant de moins de 15 ans ;
15238,6911,grossesse (à partir du 6e mois) ;
15239,6911,allaitement.
15240,6912,"asthme et bronchite chronique grave,"
15241,6912,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
15242,6912,"bloc auriculoventriculaire grave,"
15243,6912,"angor de Prinzmetal,"
15244,6912,"rythme cardiaque au repos inférieur à 50 battements par minute,"
15245,6912,"maladie ou syndrome de Raynaud,"
15246,6912,"phéochromocytome non traité,"
15247,6912,"hypotension,"
15248,6912,"antécédent de choc anaphylactique,"
15249,6912,en association avec la floctafénine ou le sultopride.
15250,6913,"antécédent d'infarctus du myocarde ou d'accident vasculaire cérébral, et plus généralement toute maladie liée à un spasme ou à un rétrécissement des artères ;"
15251,6913,hypertension artérielle ;
15252,6913,insuffisance hépatique grave ;
15253,6913,en association avec un autre antimigraineux vasoconstricteur.
15254,6918,Ce médicament ne doit pas être utilisé en cas d'allergie aux antibiotiques de la famille des pénicillines.
15255,6919,"hémorragie ou prédisposition aux hémorragies,"
15256,6919,"ulcère de l'estomac ou du duodénum,"
15257,6919,antécédents de déficit important en plaquettes ou en globules blancs.
15258,6920,"hémorragie ou prédisposition aux hémorragies,"
15259,6920,"ulcère de l'estomac ou du duodénum,"
15260,6920,antécédents de déficit important en plaquettes ou en globules blancs.
15261,6921,"insuffisance hépatique grave,"
15262,6921,"saignement en cours (hémorragie du tube digestif par exemple),"
15263,6921,"antécédent d'hémorragie intracrânienne,"
15264,6921,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15265,6922,Ce vaccin ne doit pas être utilisé en cas d'allergie grave aux protéines de l'œuf ou de poulet (par exemple choc anaphylactique après ingestion orale de protéines d’œuf).
15266,6923,"insuffisance hépatique grave,"
15267,6923,"saignement en cours (hémorragie du tube digestif par exemple),"
15268,6923,"antécédent d'hémorragie intracrânienne,"
15269,6923,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15270,6924,"insuffisance hépatique grave,"
15271,6924,"saignement en cours (hémorragie du tube digestif par exemple),"
15272,6924,"antécédent d'hémorragie intracrânienne,"
15273,6924,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15274,6925,"insuffisance hépatique grave,"
15275,6925,"saignement en cours (hémorragie du tube digestif par exemple),"
15276,6925,"antécédent d'hémorragie intracrânienne,"
15277,6925,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15278,6926,"insuffisance hépatique grave,"
15279,6926,"saignement en cours (hémorragie du tube digestif par exemple),"
15280,6926,"antécédent d'hémorragie intracrânienne,"
15281,6926,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15282,6930,"insuffisance hépatique grave,"
15283,6930,"saignement en cours (hémorragie du tube digestif par exemple),"
15284,6930,"antécédent d'hémorragie intracrânienne,"
15285,6930,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
15286,6932,"accident thromboembolique (phlébite, embolie pulmonaire...) en cours ou ancien ;"
15287,6932,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...)
15288,6932,"cancer de sein connu ou suspecté, autre cancer hormonodépendant (cancer de l'utérus...) ;"
15289,6932,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
